No,Name,Min(micro sec),Average(micro sec),Max(micro sec),Call Count
0,"FILE*, fprintf",78765.900000,82590.900000,86274.500000,10,
1,overlapped out,7222154.500000,7761017.862500,8123085.500000,10,
2,std out,1246.900000,1268.837500,1306.100000,10,
3,textOut,1254.200000,1281.862500,1349.200000,10,
