No,Name,Min(micro sec),Average(micro sec),Max(micro sec),Call Count
0,"FILE*, fprintf",86715.600000,97383.950000,112288.900000,10,
1,overlapped out,3807219.500000,3903200.875000,4091098.900000,10,
2,std out,1225.700000,1334.062500,1491.100000,10,
3,textOut,1263.700000,1450.662500,1818.300000,10,
